Time,LocationID,ScreenX,ScreenY,City,Province,Country,Continent,Lat,Long,DeviceType,Section
0,chur_xrio,1017,960,Churchill,Manitoba,CAN,NA,58.8,-94.1,Riometer,CAN-MB
0,fsim_xrio,676,800,Fort Simpson,Northwest Territories,CAN,NA,61.76,-121.22,Riometer,CAN-NT
6,gill_xrio,1000,1014,Gillam,Manitoba,CAN,NA,56.35,-94.66,Riometer,CAN-MB
10,gbay_xrio,1533,1023,Goose Bay,Newfoundland and Labrador,CAN,NA,53.32,-60.46,Riometer,CAN-NL
16,atha_feso-01,714,1053,Athabasca,Alberta,CAN,NA,54.72,-113.28,Proton Aurora Photometer,CAN-AB
24,atha_msp-01,714,1053,Athabasca,Alberta,CAN,NA,54.72,-113.28,Multispectral Photometer,CAN-AB
33,pina_xrio,973,1188,Pinawa,Manitoba,CAN,NA,50.16,-96.07,Riometer,CAN-MB
34,chbg_themis16,1351,1149,Chibougamau,Quebec,CAN,NA,49.81,-74.42,Real-time ASI Images,CAN-QC
34,kian_themis22,364,387,Kiana,Alaska,USA,NA,66.97,-160.44,Real-time ASI Images,USA-AK
34,kuuj_themis13,1377,936,Kuujjuaq,Quebec,CAN,NA,58.16,-68.53,Real-time ASI Images,CAN-QC
38,daws_xrio,496,646,Dawson,Yukon,CAN,NA,64,-139.1,Riometer,CAN-YT
40,fsmi_xrio,781,883,Fort Smith,Northwest Territories,CAN,NA,59.98,-111.84,Riometer,CAN-NT
40,pina_rainbow-02,973,1188,Pinawa,Manitoba,CAN,NA,50.16,-96.07,Real-time ASI Images,CAN-MB
45,rank_xrio,1045,845,Rankin Inlet,Nunavut,CAN,NA,62.83,-92.11,Riometer,CAN-NU
46,mcmu_xrio,750,972,Fort McMurray,Alberta,CAN,NA,56.7,-111.2,Riometer,CAN-AB
46,isll_xrio,996,1080,Island Lake,Manitoba,CAN,NA,53.9,-94.7,Riometer,CAN-MB
57,gill_rainbow-03,1000,1014,Gillam,Manitoba,CAN,NA,56.35,-94.66,Real-time ASI Images,CAN-MB
57,kapu_themis-gmag,1200,1200,Kapuskasing,Ontario,CAN,NA,49.39,-82.32,THEMIS Magnetometer,CAN-ON
58,resu_security-06,1030,477,Resolute Bay,Nunavut,CAN,NA,74.73,-94.9,Real-time ASI Images,CAN-NU
58,whit_themis-gmag,470,717,Whitehorse,Yukon,CAN,NA,61.01,-135.22,THEMIS Magnetometer,CAN-YT
60,chur_xrio,1017,960,Churchill,Manitoba,CAN,NA,58.8,-94.1,Riometer,CAN-MB
60,fsim_xrio,676,800,Fort Simpson,Northwest Territories,CAN,NA,61.76,-121.22,Riometer,CAN-NT
62,leth_autumn-gmag,711,1150,Lethbridge,Alberta,CAN,NA,51.08,-114.13,Autumn Magnetometer,CAN-AB
63,redr_autumn-gmag,691,1074,Red Deer,Alberta,CAN,NA,51.08,-114.13,Autumn Magnetometer,CAN-AB
65,luck_feso-02,816,1146,Lucky Lake,Saskatchewan,CAN,NA,51.08,-114.13,Proton Aurora Photometer,CAN-SK
66,gill_xrio,1000,1014,Gillam,Manitoba,CAN,NA,56.35,-94.66,Riometer,CAN-MB
68,kian_themis-gmag,364,387,Kiana,Alaska,USA,NA,66.97,-160.44,THEMIS Magnetometer,USA-AK
68,larg_autumn-gmag,678,1110,Larage,Alberta,CAN,NA,51.08,-114.13,Autumn Magnetometer,CAN-AB
69,gbay_themis-gmag,1533,1023,Goose Bay,Newfoundland and Labrador,CAN,NA,53.32,-60.46,THEMIS Magnetometer,CAN-NL
69,pgeo_themis-gmag,573,1006,Prince George,British Columbia,CAN,NA,53.82,-122.83,THEMIS Magnetometer,CAN-BC
69,tpas_themis-gmag,901,1085,The Pas,Manitoba,CAN,NA,53.99,-100.94,THEMIS Magnetometer,CAN-MB
70,chbg_themis-gmag,1351,1149,Chibougamau,Quebec,CAN,NA,49.81,-74.42,THEMIS Magnetometer,CAN-QC
70,gbay_xrio,1533,1023,Goose Bay,Newfoundland and Labrador,CAN,NA,53.32,-60.46,Riometer,CAN-NL
70,inuv_autumn-gmag,619,561,Inuvik,Northwest Territories,CAN,NA,68.41,-133.77,Autumn Magnetometer,CAN-NT
78,redr_autumn-gmag,691,1074,Red Deer,Alberta,CAN,NA,51.08,-114.13,Autumn Magnetometer,CAN-AB
78,whit_themis-gmag,470,717,Whitehorse,Yukon,CAN,NA,61.01,-135.22,THEMIS Magnetometer,CAN-YT
82,chur_iti-05,1017,960,Churchill,Manitoba,CAN,NA,58.8,-94.1,Remote IT Infrastructure,CAN-MB
83,file_server-19,678,1110,Calgary,Alberta,CAN,NA,51.08,-114.13,Data Management Systems,CAN-AB
83,kakt_rego-798,564,460,Kaktovik,Alaska,USA,NA,51.08,-114.13,Redline Camera,USA-AK
84,resu_rego-655,1030,477,Resolute Bay,Nunavut,CAN,NA,74.73,-94.9,Redline Camera,CAN-NU
85,aurora1_server-03,678,1110,Calgary,Alberta,CAN,NA,51.08,-114.13,Data Management Systems,CAN-AB
85,talon_rao-01,678,1110,Rothney (RAO),Alberta,CAN,NA,51.08,-114.13,Weather Systems,CAN-AB
86,whit_gbo-01,470,717,Whitehorse,Yukon,CAN,NA,61.01,-135.22,THEMIS Observatory,CAN-YT
87,gill_rego-652,1000,1014,Gillam,Manitoba,CAN,NA,56.35,-94.66,Redline Camera,CAN-MB
88,fsim_rego-654,676,800,Fort Simpson,Northwest Territories,CAN,NA,61.76,-121.22,Redline Camera,CAN-NT
88,fsmi_rego-656,781,883,Fort Smith,Northwest Territories,CAN,NA,59.98,-111.84,Redline Camera,CAN-NT
88,larg_autumn-gmag,678,1110,Larage,Alberta,CAN,NA,51.08,-114.13,Autumn Magnetometer,CAN-AB
88,lyrn_rego-657,-100,-100,Longyearbyen,Svalbard,NOR,EU,78.22,15.65,Redline Camera,NOR-Svalbard
89,gaia_server-17,678,1110,Calgary,Alberta,CAN,NA,51.08,-114.13,Data Management Systems,CAN-AB
89,kakt_rego-798,564,460,Kaktovik,Alaska,USA,NA,51.08,-114.13,Real-time ASI Images,USA-AK
89,tpas_themis-gmag,901,1085,The Pas,Manitoba,CAN,NA,53.99,-100.94,THEMIS Magnetometer,CAN-MB
93,calg_rego-650,678,1110,Calgary,Alberta,CAN,NA,51.08,-114.13,Redline Camera,CAN-AB
93,kian_themis-gmag,364,387,Kiana,Alaska,USA,NA,66.97,-160.44,THEMIS Magnetometer,USA-AK
94,core-data_server-02,678,1110,Calgary,Alberta,CAN,NA,51.08,-114.13,Data Management Systems,CAN-AB
94,yknf_slr-08,765,810,Yellowknife,Northwest Territories,CAN,NA,62.52,-114.31,AuroraMAX,CAN-NT
95,inuv_autumn-gmag,619,561,Inuvik,Northwest Territories,CAN,NA,68.41,-133.77,Autumn Magnetometer,CAN-NT
96,nrsq_gbo-23,1741,651,Narsarsuaq,Kujalleq,GRL,NA,61.16,-45.44,THEMIS Observatory,GRL-KQ
97,pina_iti-07,973,1188,Pinawa,Manitoba,CAN,NA,50.16,-96.07,Remote IT Infrastructure,CAN-MB
97,rabb_rainbow-08,795,1095,Rabbit Lake,Manitoba,CAN,NA,58.23,-103.68,Full Colour Camera,CAN-MB
100,atha_themis02,714,1053,Athabasca,Alberta,CAN,NA,54.72,-113.28,Real-time ASI Images,CAN-AB
100,calg_themis98,678,1110,Calgary,Alberta,CAN,NA,51.08,-114.13,Real-time ASI Images,CAN-AB
100,fsmi_xrio,781,883,Fort Smith,Northwest Territories,CAN,NA,59.98,-111.84,Riometer,CAN-NT
100,gill_themis19,1000,1014,Gillam,Manitoba,CAN,NA,56.35,-94.66,Real-time ASI Images,CAN-MB
101,fsim_themis04,676,800,Fort Simpson,Northwest Territories,CAN,NA,61.76,-121.22,Real-time ASI Images,CAN-NT
101,kapu_themis21,1200,1200,Kapuskasing,Ontario,CAN,NA,49.39,-82.32,Real-time ASI Images,CAN-ON
101,lyrn_rego-657,-100,-100,Longyearbyen,Svalbard,NOR,EU,78.22,15.65,Real-time ASI Images,NOR-Svalbard
101,tpas_themis05,901,1085,The Pas,Manitoba,CAN,NA,53.99,-100.94,Real-time ASI Images,CAN-MB
101,yknf_slr-09,765,810,Yellowknife,Northwest Territories,CAN,NA,62.52,-114.31,AuroraMAX,CAN-NT
102,fsmi_rego-656,781,883,Fort Smith,Northwest Territories,CAN,NA,59.98,-111.84,Real-time ASI Images,CAN-NT
102,fsmi_themis10,781,883,Fort Smith,Northwest Territories,CAN,NA,59.98,-111.84,Real-time ASI Images,CAN-NT
102,gill_rego-652,1000,1014,Gillam,Manitoba,CAN,NA,56.35,-94.66,Real-time ASI Images,CAN-MB
102,gbay_themis03,1533,1023,Goose Bay,Newfoundland and Labrador,CAN,NA,53.32,-60.46,Real-time ASI Images,CAN-NL
102,pina_themis18,973,1188,Pinawa,Manitoba,CAN,NA,50.16,-96.07,Real-time ASI Images,CAN-MB
103,fykn_themis14,481,544,Fort Yukon,Alaska,USA,NA,66.56,-145.21,Real-time ASI Images,USA-AK
103,inuv_themis17,619,561,Inuvik,Northwest Territories,CAN,NA,68.41,-133.77,Real-time ASI Images,CAN-NT
103,luck_rego-649,816,1146,Lucky Lake,Saskatchewan,CAN,NA,51.08,-114.13,Real-time ASI Images,CAN-SK
103,nrsq_themis01,1741,651,Narsarsuaq,Kujalleq,GRL,NA,61.16,-45.44,Real-time ASI Images,GRL-KQ
103,rank_rego-651,1045,845,Rankin Inlet,Nunavut,CAN,NA,62.83,-92.11,Real-time ASI Images,CAN-NU
103,rank_themis12,1045,845,Rankin Inlet,Nunavut,CAN,NA,62.83,-92.11,Real-time ASI Images,CAN-NU
103,whit_themis-gmag,470,717,Whitehorse,Yukon,CAN,NA,61.01,-135.22,THEMIS Magnetometer,CAN-YT
104,atha_rainbow-01,714,1053,Athabasca,Alberta,CAN,NA,54.72,-113.28,Real-time ASI Images,CAN-AB
104,fsim_rego-654,676,800,Fort Simpson,Northwest Territories,CAN,NA,61.76,-121.22,Real-time ASI Images,CAN-NT
104,resu_rego-655,1030,477,Resolute Bay,Nunavut,CAN,NA,74.73,-94.9,Real-time ASI Images,CAN-NU
104,resu_security-01,1030,477,Resolute Bay,Nunavut,CAN,NA,74.73,-94.9,Real-time ASI Images,CAN-NU
104,snkq_themis09,1218,1010,Sanikiluaq,Nunavut,CAN,NA,56.55,-79.23,Real-time ASI Images,CAN-NU
105,chbg_themis-gmag,1351,1149,Chibougamau,Quebec,CAN,NA,49.81,-74.42,THEMIS Magnetometer,CAN-QC
105,rank_xrio,1045,845,Rankin Inlet,Nunavut,CAN,NA,62.83,-92.11,Riometer,CAN-NU
105,resu_security-02,1030,477,Resolute Bay,Nunavut,CAN,NA,74.73,-94.9,Real-time ASI Images,CAN-NU
105,resu_security-03,1030,477,Resolute Bay,Nunavut,CAN,NA,74.73,-94.9,Real-time ASI Images,CAN-NU
105,whit_themis07,470,717,Whitehorse,Yukon,CAN,NA,61.01,-135.22,Real-time ASI Images,CAN-YT
106,mcmu_xrio,750,972,Fort McMurray,Alberta,CAN,NA,56.7,-111.2,Riometer,CAN-AB
106,gbay_gbo-14,1533,1023,Goose Bay,Newfoundland and Labrador,CAN,NA,53.32,-60.46,THEMIS Observatory,CAN-NL
108,ns3_server-52,678,1110,Calgary,Alberta,CAN,NA,51.08,-114.13,Data Management Systems,CAN-AB
110,rank_gbo-09,1045,845,Rankin Inlet,Nunavut,CAN,NA,62.83,-92.11,THEMIS Observatory,CAN-NU
114,pgeo_themis-gmag,573,1006,Prince George,British Columbia,CAN,NA,53.82,-122.83,THEMIS Magnetometer,CAN-BC
114,tpas_themis-gmag,901,1085,The Pas,Manitoba,CAN,NA,53.99,-100.94,THEMIS Magnetometer,CAN-MB
115,fsmi_iti-03,781,883,Fort Smith,Northwest Territories,CAN,NA,59.98,-111.84,Remote IT Infrastructure,CAN-NT
115,inuv_autumn-gmag,619,561,Inuvik,Northwest Territories,CAN,NA,68.41,-133.77,Autumn Magnetometer,CAN-NT
116,calg_themis98,678,1110,Calgary,Alberta,CAN,NA,51.08,-114.13,Real-time ASI Images,CAN-AB
117,gbay_themis03,1533,1023,Goose Bay,Newfoundland and Labrador,CAN,NA,53.32,-60.46,Real-time ASI Images,CAN-NL
117,pina_themis18,973,1188,Pinawa,Manitoba,CAN,NA,50.16,-96.07,Real-time ASI Images,CAN-MB
117,whit_gbo-01,470,717,Whitehorse,Yukon,CAN,NA,61.01,-135.22,THEMIS Observatory,CAN-YT
118,fsmi_rego-656,781,883,Fort Smith,Northwest Territories,CAN,NA,59.98,-111.84,Real-time ASI Images,CAN-NT
118,fsmi_themis10,781,883,Fort Smith,Northwest Territories,CAN,NA,59.98,-111.84,Real-time ASI Images,CAN-NT
118,luck_rego-649,816,1146,Lucky Lake,Saskatchewan,CAN,NA,51.08,-114.13,Real-time ASI Images,CAN-SK
119,atha_rainbow-01,714,1053,Athabasca,Alberta,CAN,NA,54.72,-113.28,Real-time ASI Images,CAN-AB
120,chur_xrio,1017,960,Churchill,Manitoba,CAN,NA,58.8,-94.1,Riometer,CAN-MB
120,fsim_xrio,676,800,Fort Simpson,Northwest Territories,CAN,NA,61.76,-121.22,Riometer,CAN-NT
120,resu_rego-655,1030,477,Resolute Bay,Nunavut,CAN,NA,74.73,-94.9,Real-time ASI Images,CAN-NU
120,whit_themis07,470,717,Whitehorse,Yukon,CAN,NA,61.01,-135.22,Real-time ASI Images,CAN-YT
122,themis-data1_server-06,678,1110,Calgary,Alberta,CAN,NA,51.08,-114.13,Data Management Systems,CAN-AB
122,kapu_themis-gmag,1200,1200,Kapuskasing,Ontario,CAN,NA,49.39,-82.32,THEMIS Magnetometer,CAN-ON
123,whit_themis-gmag,470,717,Whitehorse,Yukon,CAN,NA,61.01,-135.22,THEMIS Magnetometer,CAN-YT
124,atha_rainbow-01,714,1053,Athabasca,Alberta,CAN,NA,54.72,-113.28,Full Colour Camera,CAN-AB
124,gill_rego-652,1000,1014,Gillam,Manitoba,CAN,NA,56.35,-94.66,Redline Camera,CAN-MB
124,inuv_themis17,619,561,Inuvik,Northwest Territories,CAN,NA,68.41,-133.77,Real-time ASI Images,CAN-NT
124,kian_themis22,364,387,Kiana,Alaska,USA,NA,66.97,-160.44,Real-time ASI Images,USA-AK
125,chbg_themis-gmag,1351,1149,Chibougamau,Quebec,CAN,NA,49.81,-74.42,THEMIS Magnetometer,CAN-QC
126,gill_xrio,1000,1014,Gillam,Manitoba,CAN,NA,56.35,-94.66,Riometer,CAN-MB
127,rabb_rainbow-08,795,1095,Rabbit Lake,Manitoba,CAN,NA,58.23,-103.68,Full Colour Camera,CAN-MB
130,gbay_xrio,1533,1023,Goose Bay,Newfoundland and Labrador,CAN,NA,53.32,-60.46,Riometer,CAN-NL
131,kapu_themis21,1200,1200,Kapuskasing,Ontario,CAN,NA,49.39,-82.32,Real-time ASI Images,CAN-ON
132,lyrn_rego-657,-100,-100,Longyearbyen,Svalbard,NOR,EU,78.22,15.65,Real-time ASI Images,NOR-Svalbard
134,atha_rainbow-01,714,1053,Athabasca,Alberta,CAN,NA,54.72,-113.28,Real-time ASI Images,CAN-AB
134,fsim_rego-654,676,800,Fort Simpson,Northwest Territories,CAN,NA,61.76,-121.22,Real-time ASI Images,CAN-NT
134,luck_rego-649,816,1146,Lucky Lake,Saskatchewan,CAN,NA,51.08,-114.13,Real-time ASI Images,CAN-SK
134,pgeo_themis-gmag,573,1006,Prince George,British Columbia,CAN,NA,53.82,-122.83,THEMIS Magnetometer,CAN-BC
134,rank_rego-651,1045,845,Rankin Inlet,Nunavut,CAN,NA,62.83,-92.11,Real-time ASI Images,CAN-NU
134,rank_themis12,1045,845,Rankin Inlet,Nunavut,CAN,NA,62.83,-92.11,Real-time ASI Images,CAN-NU
134,tpas_themis-gmag,901,1085,The Pas,Manitoba,CAN,NA,53.99,-100.94,THEMIS Magnetometer,CAN-MB
135,inuv_autumn-gmag,619,561,Inuvik,Northwest Territories,CAN,NA,68.41,-133.77,Autumn Magnetometer,CAN-NT
135,resu_rego-655,1030,477,Resolute Bay,Nunavut,CAN,NA,74.73,-94.9,Real-time ASI Images,CAN-NU
135,snkq_themis09,1218,1010,Sanikiluaq,Nunavut,CAN,NA,56.55,-79.23,Real-time ASI Images,CAN-NU
135,whit_themis07,470,717,Whitehorse,Yukon,CAN,NA,61.01,-135.22,Real-time ASI Images,CAN-YT
136,snkq_gbo-22,1218,1010,Sanikiluaq,Nunavut,CAN,NA,56.55,-79.23,THEMIS Observatory,CAN-NU
137,ns1_server-50,678,1110,Calgary,Alberta,CAN,NA,51.08,-114.13,Data Management Systems,CAN-AB
141,pina_iti-07,973,1188,Pinawa,Manitoba,CAN,NA,50.16,-96.07,Remote IT Infrastructure,CAN-MB
142,fsmi_gbo-10,781,883,Fort Smith,Northwest Territories,CAN,NA,59.98,-111.84,THEMIS Observatory,CAN-NT
145,project-star1_server-05,678,1110,Calgary,Alberta,CAN,NA,51.08,-114.13,Data Management Systems,CAN-AB
145,talon_rao-01,678,1110,Rothney (RAO),Alberta,CAN,NA,51.08,-114.13,Weather Systems,CAN-AB
146,atha_themis02,714,1053,Athabasca,Alberta,CAN,NA,54.72,-113.28,Real-time ASI Images,CAN-AB
146,calg_themis98,678,1110,Calgary,Alberta,CAN,NA,51.08,-114.13,Real-time ASI Images,CAN-AB
146,fsim_themis04,676,800,Fort Simpson,Northwest Territories,CAN,NA,61.76,-121.22,Real-time ASI Images,CAN-NT
146,fsmi_rego-656,781,883,Fort Smith,Northwest Territories,CAN,NA,59.98,-111.84,Redline Camera,CAN-NT
147,gbay_themis03,1533,1023,Goose Bay,Newfoundland and Labrador,CAN,NA,53.32,-60.46,Real-time ASI Images,CAN-NL
148,fykn_themis14,481,544,Fort Yukon,Alaska,USA,NA,66.56,-145.21,Real-time ASI Images,USA-AK
148,yknf_slr-08,765,810,Yellowknife,Northwest Territories,CAN,NA,62.52,-114.31,AuroraMAX,CAN-NT
149,atha_rainbow-01,714,1053,Athabasca,Alberta,CAN,NA,54.72,-113.28,Real-time ASI Images,CAN-AB
150,resu_rego-655,1030,477,Resolute Bay,Nunavut,CAN,NA,74.73,-94.9,Real-time ASI Images,CAN-NU
150,whit_themis07,470,717,Whitehorse,Yukon,CAN,NA,61.01,-135.22,Real-time ASI Images,CAN-YT
151,ns4_server-53,678,1110,Calgary,Alberta,CAN,NA,51.08,-114.13,Data Management Systems,CAN-AB
151,pina_msp-04,973,1188,Pinawa,Manitoba,CAN,NA,50.16,-96.07,Multispectral Photometer,CAN-MB
153,calg_rego-650,678,1110,Calgary,Alberta,CAN,NA,51.08,-114.13,Redline Camera,CAN-AB
153,pina_xrio,973,1188,Pinawa,Manitoba,CAN,NA,50.16,-96.07,Riometer,CAN-MB
153,whit_themis-gmag,470,717,Whitehorse,Yukon,CAN,NA,61.01,-135.22,THEMIS Magnetometer,CAN-YT
157,mcmu_iti-02,750,972,Fort McMurray,Alberta,CAN,NA,56.7,-111.2,Remote IT Infrastructure,CAN-AB
158,larg_autumn-gmag,678,1110,Larage,Alberta,CAN,NA,51.08,-114.13,Autumn Magnetometer,CAN-AB
159,tpas_themis-gmag,901,1085,The Pas,Manitoba,CAN,NA,53.99,-100.94,THEMIS Magnetometer,CAN-MB
160,fsmi_xrio,781,883,Fort Smith,Northwest Territories,CAN,NA,59.98,-111.84,Riometer,CAN-NT
160,inuv_autumn-gmag,619,561,Inuvik,Northwest Territories,CAN,NA,68.41,-133.77,Autumn Magnetometer,CAN-NT
161,yknf_slr-09,765,810,Yellowknife,Northwest Territories,CAN,NA,62.52,-114.31,AuroraMAX,CAN-NT
162,fsmi_rainbow-11,781,883,Fort Smith,Northwest Territories,CAN,NA,59.98,-111.84,Full Colour Camera,CAN-NT
162,lyrn_rego-657,-100,-100,Longyearbyen,Svalbard,NOR,EU,78.22,15.65,Real-time ASI Images,NOR-Svalbard
163,kapu_gbo-15,1200,1200,Kapuskasing,Ontario,CAN,NA,49.39,-82.32,THEMIS Observatory,CAN-ON
163,kian_themis-gmag,364,387,Kiana,Alaska,USA,NA,66.97,-160.44,THEMIS Magnetometer,USA-AK
163,nrsq_themis01,1741,651,Narsarsuaq,Kujalleq,GRL,NA,61.16,-45.44,Real-time ASI Images,GRL-KQ
163,rank_themis12,1045,845,Rankin Inlet,Nunavut,CAN,NA,62.83,-92.11,Real-time ASI Images,CAN-NU
164,snkq_themis09,1218,1010,Sanikiluaq,Nunavut,CAN,NA,56.55,-79.23,Real-time ASI Images,CAN-NU
165,resu_rego-655,1030,477,Resolute Bay,Nunavut,CAN,NA,74.73,-94.9,Real-time ASI Images,CAN-NU
165,resu_security-01,1030,477,Resolute Bay,Nunavut,CAN,NA,74.73,-94.9,Real-time ASI Images,CAN-NU
165,resu_security-02,1030,477,Resolute Bay,Nunavut,CAN,NA,74.73,-94.9,Real-time ASI Images,CAN-NU
165,resu_security-03,1030,477,Resolute Bay,Nunavut,CAN,NA,74.73,-94.9,Real-time ASI Images,CAN-NU
165,resu_security-06,1030,477,Resolute Bay,Nunavut,CAN,NA,74.73,-94.9,Real-time ASI Images,CAN-NU
166,mcmu_xrio,750,972,Fort McMurray,Alberta,CAN,NA,56.7,-111.2,Riometer,CAN-AB
166,whit_themis07,470,717,Whitehorse,Yukon,CAN,NA,61.01,-135.22,Real-time ASI Images,CAN-YT
170,fsim_gbo-21,676,800,Fort Simpson,Northwest Territories,CAN,NA,61.76,-121.22,THEMIS Observatory,CAN-NT
171,chbg_gbo-17,1351,1149,Chibougamau,Quebec,CAN,NA,49.81,-74.42,THEMIS Observatory,CAN-QC
173,rank_iti-06,1045,845,Rankin Inlet,Nunavut,CAN,NA,62.83,-92.11,Remote IT Infrastructure,CAN-NU
173,whit_themis-gmag,470,717,Whitehorse,Yukon,CAN,NA,61.01,-135.22,THEMIS Magnetometer,CAN-YT
176,atha_themis02,714,1053,Athabasca,Alberta,CAN,NA,54.72,-113.28,Real-time ASI Images,CAN-AB
176,gill_themis19,1000,1014,Gillam,Manitoba,CAN,NA,56.35,-94.66,Real-time ASI Images,CAN-MB
178,kapu_themis21,1200,1200,Kapuskasing,Ontario,CAN,NA,49.39,-82.32,Real-time ASI Images,CAN-ON
179,inuv_themis17,619,561,Inuvik,Northwest Territories,CAN,NA,68.41,-133.77,Real-time ASI Images,CAN-NT
179,nrsq_themis01,1741,651,Narsarsuaq,Kujalleq,GRL,NA,61.16,-45.44,Real-time ASI Images,GRL-KQ
180,chur_xrio,1017,960,Churchill,Manitoba,CAN,NA,58.8,-94.1,Riometer,CAN-MB
180,fsim_xrio,676,800,Fort Simpson,Northwest Territories,CAN,NA,61.76,-121.22,Riometer,CAN-NT
180,pina_rainbow-02,973,1188,Pinawa,Manitoba,CAN,NA,50.16,-96.07,Full Colour Camera,CAN-MB
180,rank_themis12,1045,845,Rankin Inlet,Nunavut,CAN,NA,62.83,-92.11,Real-time ASI Images,CAN-NU
181,atha_rainbow-01,714,1053,Athabasca,Alberta,CAN,NA,54.72,-113.28,Real-time ASI Images,CAN-AB
