Time,LocationID,ScreenX,ScreenY,City,Province,Country,Continent,Lat,Long,DeviceType,Section
449,atha_rainbow-01,714,1053,Athabasca,Alberta,CAN,NA,54.72,-113.28,Real-time ASI Images,CAN-AB
449,gaia_server-17,678,1110,Calgary,Alberta,CAN,NA,51.08,-114.13,Data Management Systems,CAN-AB
449,luck_rego-649,816,1146,Lucky Lake,Saskatchewan,CAN,NA,51.08,-114.13,Real-time ASI Images,CAN-SK
450,resu_rego-655,1030,477,Resolute Bay,Nunavut,CAN,NA,74.73,-94.9,Real-time ASI Images,CAN-NU
450,whit_themis07,470,717,Whitehorse,Yukon,CAN,NA,61.01,-135.22,Real-time ASI Images,CAN-YT
453,calg_rego-650,678,1110,Calgary,Alberta,CAN,NA,51.08,-114.13,Redline Camera,CAN-AB
454,yknf_slr-08,765,810,Yellowknife,Northwest Territories,CAN,NA,62.52,-114.31,AuroraMAX,CAN-NT
457,snkq_gbo-22,1218,1010,Sanikiluaq,Nunavut,CAN,NA,56.55,-79.23,THEMIS Observatory,CAN-NU
458,pina_msp-04,973,1188,Pinawa,Manitoba,CAN,NA,50.16,-96.07,Multispectral Photometer,CAN-MB
459,pgeo_themis-gmag,573,1006,Prince George,British Columbia,CAN,NA,53.82,-122.83,THEMIS Magnetometer,CAN-BC
460,mcmu_iti-02,750,972,Fort McMurray,Alberta,CAN,NA,56.7,-111.2,Remote IT Infrastructure,CAN-AB
460,fsmi_xrio,781,883,Fort Smith,Northwest Territories,CAN,NA,59.98,-111.84,Riometer,CAN-NT
461,yknf_slr-09,765,810,Yellowknife,Northwest Territories,CAN,NA,62.52,-114.31,AuroraMAX,CAN-NT
462,aurora-star1_server-04,678,1110,Calgary,Alberta,CAN,NA,51.08,-114.13,Data Management Systems,CAN-AB
462,larg_autumn-gmag,678,1110,Larage,Alberta,CAN,NA,51.08,-114.13,Autumn Magnetometer,CAN-AB
462,lyrn_rego-657,-100,-100,Longyearbyen,Svalbard,NOR,EU,78.22,15.65,Real-time ASI Images,NOR-Svalbard
463,nrsq_themis01,1741,651,Narsarsuaq,Kujalleq,GRL,NA,61.16,-45.44,Real-time ASI Images,GRL-KQ
464,fsim_rego-654,676,800,Fort Simpson,Northwest Territories,CAN,NA,61.76,-121.22,Real-time ASI Images,CAN-NT
464,fykn_themis14,481,544,Fort Yukon,Alaska,USA,NA,66.56,-145.21,Real-time ASI Images,USA-AK
464,rank_themis12,1045,845,Rankin Inlet,Nunavut,CAN,NA,62.83,-92.11,Real-time ASI Images,CAN-NU
464,tpas_themis-gmag,901,1085,The Pas,Manitoba,CAN,NA,53.99,-100.94,THEMIS Magnetometer,CAN-MB
465,fsim_gbo-21,676,800,Fort Simpson,Northwest Territories,CAN,NA,61.76,-121.22,THEMIS Observatory,CAN-NT
465,rank_xrio,1045,845,Rankin Inlet,Nunavut,CAN,NA,62.83,-92.11,Riometer,CAN-NU
466,mcmu_xrio,750,972,Fort McMurray,Alberta,CAN,NA,56.7,-111.2,Riometer,CAN-AB
466,isll_xrio,996,1080,Island Lake,Manitoba,CAN,NA,53.9,-94.7,Riometer,CAN-MB
466,resu_security-03,1030,477,Resolute Bay,Nunavut,CAN,NA,74.73,-94.9,Real-time ASI Images,CAN-NU
466,resu_security-06,1030,477,Resolute Bay,Nunavut,CAN,NA,74.73,-94.9,Real-time ASI Images,CAN-NU
467,kapu_gbo-15,1200,1200,Kapuskasing,Ontario,CAN,NA,49.39,-82.32,THEMIS Observatory,CAN-ON
467,pgeo_xrio,573,1006,Prince George,British Columbia,CAN,NA,53.82,-122.83,Riometer,CAN-BC
473,whit_themis-gmag,470,717,Whitehorse,Yukon,CAN,NA,61.01,-135.22,THEMIS Magnetometer,CAN-YT
476,chbg_gbo-17,1351,1149,Chibougamau,Quebec,CAN,NA,49.81,-74.42,THEMIS Observatory,CAN-QC
477,atha_themis02,714,1053,Athabasca,Alberta,CAN,NA,54.72,-113.28,Real-time ASI Images,CAN-AB
478,kapu_themis21,1200,1200,Kapuskasing,Ontario,CAN,NA,49.39,-82.32,Real-time ASI Images,CAN-ON
479,nrsq_themis01,1741,651,Narsarsuaq,Kujalleq,GRL,NA,61.16,-45.44,Real-time ASI Images,GRL-KQ
480,chur_xrio,1017,960,Churchill,Manitoba,CAN,NA,58.8,-94.1,Riometer,CAN-MB
480,fsim_xrio,676,800,Fort Simpson,Northwest Territories,CAN,NA,61.76,-121.22,Riometer,CAN-NT
480,inuv_themis17,619,561,Inuvik,Northwest Territories,CAN,NA,68.41,-133.77,Real-time ASI Images,CAN-NT
481,gbay_gbo-14,1533,1023,Goose Bay,Newfoundland and Labrador,CAN,NA,53.32,-60.46,THEMIS Observatory,CAN-NL
481,resu_rego-655,1030,477,Resolute Bay,Nunavut,CAN,NA,74.73,-94.9,Real-time ASI Images,CAN-NU
481,whit_themis07,470,717,Whitehorse,Yukon,CAN,NA,61.01,-135.22,Real-time ASI Images,CAN-YT
482,atha_rainbow-01,714,1053,Athabasca,Alberta,CAN,NA,54.72,-113.28,Full Colour Camera,CAN-AB
482,rabb_rainbow-08,795,1095,Rabbit Lake,Manitoba,CAN,NA,58.23,-103.68,Full Colour Camera,CAN-MB
483,rank_iti-06,1045,845,Rankin Inlet,Nunavut,CAN,NA,62.83,-92.11,Remote IT Infrastructure,CAN-NU
484,atha_feso-01,714,1053,Athabasca,Alberta,CAN,NA,54.72,-113.28,Proton Aurora Photometer,CAN-AB
486,gill_xrio,1000,1014,Gillam,Manitoba,CAN,NA,56.35,-94.66,Riometer,CAN-MB
487,larg_autumn-gmag,678,1110,Larage,Alberta,CAN,NA,51.08,-114.13,Autumn Magnetometer,CAN-AB
488,redr_autumn-gmag,691,1074,Red Deer,Alberta,CAN,NA,51.08,-114.13,Autumn Magnetometer,CAN-AB
490,gbay_xrio,1533,1023,Goose Bay,Newfoundland and Labrador,CAN,NA,53.32,-60.46,Riometer,CAN-NL
491,snkq_gbo-22,1218,1010,Sanikiluaq,Nunavut,CAN,NA,56.55,-79.23,THEMIS Observatory,CAN-NU
492,calg_themis98,678,1110,Calgary,Alberta,CAN,NA,51.08,-114.13,Real-time ASI Images,CAN-AB
493,tpas_themis05,901,1085,The Pas,Manitoba,CAN,NA,53.99,-100.94,Real-time ASI Images,CAN-MB
494,gbay_themis03,1533,1023,Goose Bay,Newfoundland and Labrador,CAN,NA,53.32,-60.46,Real-time ASI Images,CAN-NL
494,pina_themis18,973,1188,Pinawa,Manitoba,CAN,NA,50.16,-96.07,Real-time ASI Images,CAN-MB
495,fsmi_rego-656,781,883,Fort Smith,Northwest Territories,CAN,NA,59.98,-111.84,Real-time ASI Images,CAN-NT
495,fsmi_themis10,781,883,Fort Smith,Northwest Territories,CAN,NA,59.98,-111.84,Real-time ASI Images,CAN-NT
496,aurora-star1_server-04,678,1110,Calgary,Alberta,CAN,NA,51.08,-114.13,Data Management Systems,CAN-AB
496,fykn_themis14,481,544,Fort Yukon,Alaska,USA,NA,66.56,-145.21,Real-time ASI Images,USA-AK
496,luck_rego-649,816,1146,Lucky Lake,Saskatchewan,CAN,NA,51.08,-114.13,Redline Camera,CAN-SK
497,inuv_themis17,619,561,Inuvik,Northwest Territories,CAN,NA,68.41,-133.77,Real-time ASI Images,CAN-NT
498,whit_themis-gmag,470,717,Whitehorse,Yukon,CAN,NA,61.01,-135.22,THEMIS Magnetometer,CAN-YT
499,atha_themis02,714,1053,Athabasca,Alberta,CAN,NA,54.72,-113.28,Real-time ASI Images,CAN-AB
499,ns3_server-52,678,1110,Calgary,Alberta,CAN,NA,51.08,-114.13,Data Management Systems,CAN-AB
499,chbg_themis16,1351,1149,Chibougamau,Quebec,CAN,NA,49.81,-74.42,Real-time ASI Images,CAN-QC
499,fsmi_themis10,781,883,Fort Smith,Northwest Territories,CAN,NA,59.98,-111.84,Real-time ASI Images,CAN-NT
499,fykn_themis14,481,544,Fort Yukon,Alaska,USA,NA,66.56,-145.21,Real-time ASI Images,USA-AK
499,gill_themis19,1000,1014,Gillam,Manitoba,CAN,NA,56.35,-94.66,Real-time ASI Images,CAN-MB
499,gbay_themis03,1533,1023,Goose Bay,Newfoundland and Labrador,CAN,NA,53.32,-60.46,Real-time ASI Images,CAN-NL
499,kapu_themis21,1200,1200,Kapuskasing,Ontario,CAN,NA,49.39,-82.32,Real-time ASI Images,CAN-ON
499,kuuj_themis13,1377,936,Kuujjuaq,Quebec,CAN,NA,58.16,-68.53,Real-time ASI Images,CAN-QC
499,snkq_themis09,1218,1010,Sanikiluaq,Nunavut,CAN,NA,56.55,-79.23,Real-time ASI Images,CAN-NU
502,ns1_server-50,678,1110,Calgary,Alberta,CAN,NA,51.08,-114.13,Data Management Systems,CAN-AB
503,project-star1_server-05,678,1110,Calgary,Alberta,CAN,NA,51.08,-114.13,Data Management Systems,CAN-AB
504,fsmi_gbo-10,781,883,Fort Smith,Northwest Territories,CAN,NA,59.98,-111.84,THEMIS Observatory,CAN-NT
505,talon_rao-01,678,1110,Rothney (RAO),Alberta,CAN,NA,51.08,-114.13,Weather Systems,CAN-AB
508,fsim_rego-654,676,800,Fort Simpson,Northwest Territories,CAN,NA,61.76,-121.22,Redline Camera,CAN-NT
508,yknf_slr-08,765,810,Yellowknife,Northwest Territories,CAN,NA,62.52,-114.31,AuroraMAX,CAN-NT
509,pgeo_themis-gmag,573,1006,Prince George,British Columbia,CAN,NA,53.82,-122.83,THEMIS Magnetometer,CAN-BC
509,tpas_themis-gmag,901,1085,The Pas,Manitoba,CAN,NA,53.99,-100.94,THEMIS Magnetometer,CAN-MB
510,calg_themis98,678,1110,Calgary,Alberta,CAN,NA,51.08,-114.13,Real-time ASI Images,CAN-AB
510,chbg_themis-gmag,1351,1149,Chibougamau,Quebec,CAN,NA,49.81,-74.42,THEMIS Magnetometer,CAN-QC
510,inuv_autumn-gmag,619,561,Inuvik,Northwest Territories,CAN,NA,68.41,-133.77,Autumn Magnetometer,CAN-NT
511,gbay_themis03,1533,1023,Goose Bay,Newfoundland and Labrador,CAN,NA,53.32,-60.46,Real-time ASI Images,CAN-NL
511,pina_themis18,973,1188,Pinawa,Manitoba,CAN,NA,50.16,-96.07,Real-time ASI Images,CAN-MB
512,fsmi_themis10,781,883,Fort Smith,Northwest Territories,CAN,NA,59.98,-111.84,Real-time ASI Images,CAN-NT
513,calg_rego-650,678,1110,Calgary,Alberta,CAN,NA,51.08,-114.13,Redline Camera,CAN-AB
513,fykn_themis14,481,544,Fort Yukon,Alaska,USA,NA,66.56,-145.21,Real-time ASI Images,USA-AK
513,inuv_themis17,619,561,Inuvik,Northwest Territories,CAN,NA,68.41,-133.77,Real-time ASI Images,CAN-NT
513,pina_xrio,973,1188,Pinawa,Manitoba,CAN,NA,50.16,-96.07,Riometer,CAN-MB
514,gbay_gbo-14,1533,1023,Goose Bay,Newfoundland and Labrador,CAN,NA,53.32,-60.46,THEMIS Observatory,CAN-NL
515,resu_rego-655,1030,477,Resolute Bay,Nunavut,CAN,NA,74.73,-94.9,Real-time ASI Images,CAN-NU
515,snkq_themis09,1218,1010,Sanikiluaq,Nunavut,CAN,NA,56.55,-79.23,Real-time ASI Images,CAN-NU
515,whit_themis07,470,717,Whitehorse,Yukon,CAN,NA,61.01,-135.22,Real-time ASI Images,CAN-YT
518,whit_themis-gmag,470,717,Whitehorse,Yukon,CAN,NA,61.01,-135.22,THEMIS Magnetometer,CAN-YT
519,fykn_gbo-12,481,544,Fort Yukon,Alaska,USA,NA,66.56,-145.21,THEMIS Observatory,USA-AK
520,daws_iti-17,496,646,Dawson,Yukon,CAN,NA,64,-139.1,Remote IT Infrastructure,CAN-YT
520,mcmu_iti-02,750,972,Fort McMurray,Alberta,CAN,NA,56.7,-111.2,Remote IT Infrastructure,CAN-AB
520,fsmi_xrio,781,883,Fort Smith,Northwest Territories,CAN,NA,59.98,-111.84,Riometer,CAN-NT
522,leth_autumn-gmag,711,1150,Lethbridge,Alberta,CAN,NA,51.08,-114.13,Autumn Magnetometer,CAN-AB
526,mcmu_xrio,750,972,Fort McMurray,Alberta,CAN,NA,56.7,-111.2,Riometer,CAN-AB
526,isll_xrio,996,1080,Island Lake,Manitoba,CAN,NA,53.9,-94.7,Riometer,CAN-MB
527,berk_gbo-05,678,1110,Calgary,Alberta,CAN,NA,51.08,-114.13,THEMIS Observatory,CAN-AB
527,ns4_server-53,678,1110,Calgary,Alberta,CAN,NA,51.08,-114.13,Data Management Systems,CAN-AB
527,lyrn_rego-657,-100,-100,Longyearbyen,Svalbard,NOR,EU,78.22,15.65,Real-time ASI Images,NOR-Svalbard
527,pgeo_xrio,573,1006,Prince George,British Columbia,CAN,NA,53.82,-122.83,Riometer,CAN-BC
528,gill_rego-652,1000,1014,Gillam,Manitoba,CAN,NA,56.35,-94.66,Real-time ASI Images,CAN-MB
528,gbay_themis03,1533,1023,Goose Bay,Newfoundland and Labrador,CAN,NA,53.32,-60.46,Real-time ASI Images,CAN-NL
529,fykn_themis14,481,544,Fort Yukon,Alaska,USA,NA,66.56,-145.21,Real-time ASI Images,USA-AK
529,luck_rego-649,816,1146,Lucky Lake,Saskatchewan,CAN,NA,51.08,-114.13,Real-time ASI Images,CAN-SK
529,rank_rego-651,1045,845,Rankin Inlet,Nunavut,CAN,NA,62.83,-92.11,Real-time ASI Images,CAN-NU
530,atha_rainbow-01,714,1053,Athabasca,Alberta,CAN,NA,54.72,-113.28,Real-time ASI Images,CAN-AB
530,resu_security-03,1030,477,Resolute Bay,Nunavut,CAN,NA,74.73,-94.9,Real-time ASI Images,CAN-NU
531,nrsq_gbo-23,1741,651,Narsarsuaq,Kujalleq,GRL,NA,61.16,-45.44,THEMIS Observatory,GRL-KQ
531,resu_security-06,1030,477,Resolute Bay,Nunavut,CAN,NA,74.73,-94.9,Real-time ASI Images,CAN-NU
531,whit_themis07,470,717,Whitehorse,Yukon,CAN,NA,61.01,-135.22,Real-time ASI Images,CAN-YT
532,calg_gbo-13,678,1110,Calgary,Alberta,CAN,NA,51.08,-114.13,THEMIS Observatory,CAN-AB
532,larg_autumn-gmag,678,1110,Larage,Alberta,CAN,NA,51.08,-114.13,Autumn Magnetometer,CAN-AB
533,rank_iti-06,1045,845,Rankin Inlet,Nunavut,CAN,NA,62.83,-92.11,Remote IT Infrastructure,CAN-NU
536,yknf_slr-08,765,810,Yellowknife,Northwest Territories,CAN,NA,62.52,-114.31,AuroraMAX,CAN-NT
537,project-star1_server-05,678,1110,Calgary,Alberta,CAN,NA,51.08,-114.13,Data Management Systems,CAN-AB
540,chur_xrio,1017,960,Churchill,Manitoba,CAN,NA,58.8,-94.1,Riometer,CAN-MB
540,fsim_xrio,676,800,Fort Simpson,Northwest Territories,CAN,NA,61.76,-121.22,Riometer,CAN-NT
542,kapu_themis21,1200,1200,Kapuskasing,Ontario,CAN,NA,49.39,-82.32,Real-time ASI Images,CAN-ON
542,rabb_iti-15,795,1095,Rabbit Lake,Manitoba,CAN,NA,58.23,-103.68,Remote IT Infrastructure,CAN-MB
543,lyrn_rego-657,-100,-100,Longyearbyen,Svalbard,NOR,EU,78.22,15.65,Real-time ASI Images,NOR-Svalbard
543,rabb_rainbow-08,795,1095,Rabbit Lake,Manitoba,CAN,NA,58.23,-103.68,Full Colour Camera,CAN-MB
543,rank_gbo-09,1045,845,Rankin Inlet,Nunavut,CAN,NA,62.83,-92.11,THEMIS Observatory,CAN-NU
543,whit_themis-gmag,470,717,Whitehorse,Yukon,CAN,NA,61.01,-135.22,THEMIS Magnetometer,CAN-YT
544,nrsq_themis01,1741,651,Narsarsuaq,Kujalleq,GRL,NA,61.16,-45.44,Real-time ASI Images,GRL-KQ
545,gill_rego-652,1000,1014,Gillam,Manitoba,CAN,NA,56.35,-94.66,Redline Camera,CAN-MB
546,atha_rainbow-01,714,1053,Athabasca,Alberta,CAN,NA,54.72,-113.28,Real-time ASI Images,CAN-AB
546,fsim_rego-654,676,800,Fort Simpson,Northwest Territories,CAN,NA,61.76,-121.22,Real-time ASI Images,CAN-NT
546,gill_xrio,1000,1014,Gillam,Manitoba,CAN,NA,56.35,-94.66,Riometer,CAN-MB
546,kakt_rego-798,564,460,Kaktovik,Alaska,USA,NA,51.08,-114.13,Real-time ASI Images,USA-AK
546,rank_rego-651,1045,845,Rankin Inlet,Nunavut,CAN,NA,62.83,-92.11,Real-time ASI Images,CAN-NU
546,rank_themis12,1045,845,Rankin Inlet,Nunavut,CAN,NA,62.83,-92.11,Real-time ASI Images,CAN-NU
547,resu_rego-655,1030,477,Resolute Bay,Nunavut,CAN,NA,74.73,-94.9,Real-time ASI Images,CAN-NU
547,resu_security-07,1030,477,Resolute Bay,Nunavut,CAN,NA,74.73,-94.9,Real-time ASI Images,CAN-NU
547,snkq_themis09,1218,1010,Sanikiluaq,Nunavut,CAN,NA,56.55,-79.23,Real-time ASI Images,CAN-NU
547,whit_themis07,470,717,Whitehorse,Yukon,CAN,NA,61.01,-135.22,Real-time ASI Images,CAN-YT
550,gbay_xrio,1533,1023,Goose Bay,Newfoundland and Labrador,CAN,NA,53.32,-60.46,Riometer,CAN-NL
554,pgeo_themis-gmag,573,1006,Prince George,British Columbia,CAN,NA,53.82,-122.83,THEMIS Magnetometer,CAN-BC
554,tpas_themis-gmag,901,1085,The Pas,Manitoba,CAN,NA,53.99,-100.94,THEMIS Magnetometer,CAN-MB
555,chbg_themis-gmag,1351,1149,Chibougamau,Quebec,CAN,NA,49.81,-74.42,THEMIS Magnetometer,CAN-QC
555,inuv_autumn-gmag,619,561,Inuvik,Northwest Territories,CAN,NA,68.41,-133.77,Autumn Magnetometer,CAN-NT
555,redr_autumn-gmag,691,1074,Red Deer,Alberta,CAN,NA,51.08,-114.13,Autumn Magnetometer,CAN-AB
557,gill_iti-12,1000,1014,Gillam,Manitoba,CAN,NA,56.35,-94.66,Remote IT Infrastructure,CAN-MB
558,atha_themis02,714,1053,Athabasca,Alberta,CAN,NA,54.72,-113.28,Real-time ASI Images,CAN-AB
558,gill_themis19,1000,1014,Gillam,Manitoba,CAN,NA,56.35,-94.66,Real-time ASI Images,CAN-MB
559,fsmi_rego-656,781,883,Fort Smith,Northwest Territories,CAN,NA,59.98,-111.84,Redline Camera,CAN-NT
559,kapu_themis21,1200,1200,Kapuskasing,Ontario,CAN,NA,49.39,-82.32,Real-time ASI Images,CAN-ON
560,chbg_gbo-17,1351,1149,Chibougamau,Quebec,CAN,NA,49.81,-74.42,THEMIS Observatory,CAN-QC
560,lyrn_rego-657,-100,-100,Longyearbyen,Svalbard,NOR,EU,78.22,15.65,Real-time ASI Images,NOR-Svalbard
561,pina_themis18,973,1188,Pinawa,Manitoba,CAN,NA,50.16,-96.07,Real-time ASI Images,CAN-MB
562,fsmi_rego-656,781,883,Fort Smith,Northwest Territories,CAN,NA,59.98,-111.84,Real-time ASI Images,CAN-NT
562,gill_rego-652,1000,1014,Gillam,Manitoba,CAN,NA,56.35,-94.66,Real-time ASI Images,CAN-MB
562,kapu_themis-gmag,1200,1200,Kapuskasing,Ontario,CAN,NA,49.39,-82.32,THEMIS Magnetometer,CAN-ON
563,norstar-data1_server-07,678,1110,Calgary,Alberta,CAN,NA,51.08,-114.13,Data Management Systems,CAN-AB
563,resu_rego-655,1030,477,Resolute Bay,Nunavut,CAN,NA,74.73,-94.9,Redline Camera,CAN-NU
563,whit_themis-gmag,470,717,Whitehorse,Yukon,CAN,NA,61.01,-135.22,THEMIS Magnetometer,CAN-YT
564,fsim_rego-654,676,800,Fort Simpson,Northwest Territories,CAN,NA,61.76,-121.22,Real-time ASI Images,CAN-NT
564,fykn_gbo-12,481,544,Fort Yukon,Alaska,USA,NA,66.56,-145.21,THEMIS Observatory,USA-AK
564,kakt_rego-798,564,460,Kaktovik,Alaska,USA,NA,51.08,-114.13,Real-time ASI Images,USA-AK
565,atha_rainbow-01,714,1053,Athabasca,Alberta,CAN,NA,54.72,-113.28,Real-time ASI Images,CAN-AB
565,ns4_server-53,678,1110,Calgary,Alberta,CAN,NA,51.08,-114.13,Data Management Systems,CAN-AB
566,whit_themis07,470,717,Whitehorse,Yukon,CAN,NA,61.01,-135.22,Real-time ASI Images,CAN-YT
567,rabb_iti-15,795,1095,Rabbit Lake,Manitoba,CAN,NA,58.23,-103.68,Remote IT Infrastructure,CAN-MB
569,pgeo_themis-gmag,573,1006,Prince George,British Columbia,CAN,NA,53.82,-122.83,THEMIS Magnetometer,CAN-BC
571,calg_gbo-13,678,1110,Calgary,Alberta,CAN,NA,51.08,-114.13,THEMIS Observatory,CAN-AB
572,larg_autumn-gmag,678,1110,Larage,Alberta,CAN,NA,51.08,-114.13,Autumn Magnetometer,CAN-AB
573,calg_rego-650,678,1110,Calgary,Alberta,CAN,NA,51.08,-114.13,Redline Camera,CAN-AB
574,tpas_themis-gmag,901,1085,The Pas,Manitoba,CAN,NA,53.99,-100.94,THEMIS Magnetometer,CAN-MB
574,yknf_slr-08,765,810,Yellowknife,Northwest Territories,CAN,NA,62.52,-114.31,AuroraMAX,CAN-NT
576,fsmi_rainbow-11,781,883,Fort Smith,Northwest Territories,CAN,NA,59.98,-111.84,Full Colour Camera,CAN-NT
576,rank_gbo-09,1045,845,Rankin Inlet,Nunavut,CAN,NA,62.83,-92.11,THEMIS Observatory,CAN-NU
577,themis-data1_server-06,678,1110,Calgary,Alberta,CAN,NA,51.08,-114.13,Data Management Systems,CAN-AB
577,kapu_themis21,1200,1200,Kapuskasing,Ontario,CAN,NA,49.39,-82.32,Real-time ASI Images,CAN-ON
578,kakt_rego-798,564,460,Kaktovik,Alaska,USA,NA,51.08,-114.13,Redline Camera,USA-AK
579,nrsq_themis01,1741,651,Narsarsuaq,Kujalleq,GRL,NA,61.16,-45.44,Real-time ASI Images,GRL-KQ
579,rank_themis12,1045,845,Rankin Inlet,Nunavut,CAN,NA,62.83,-92.11,Real-time ASI Images,CAN-NU
580,atha_rainbow-01,714,1053,Athabasca,Alberta,CAN,NA,54.72,-113.28,Real-time ASI Images,CAN-AB
580,fsim_rego-654,676,800,Fort Simpson,Northwest Territories,CAN,NA,61.76,-121.22,Real-time ASI Images,CAN-NT
580,fsmi_xrio,781,883,Fort Smith,Northwest Territories,CAN,NA,59.98,-111.84,Riometer,CAN-NT
580,resu_rego-655,1030,477,Resolute Bay,Nunavut,CAN,NA,74.73,-94.9,Real-time ASI Images,CAN-NU
580,resu_security-01,1030,477,Resolute Bay,Nunavut,CAN,NA,74.73,-94.9,Real-time ASI Images,CAN-NU
580,resu_security-02,1030,477,Resolute Bay,Nunavut,CAN,NA,74.73,-94.9,Real-time ASI Images,CAN-NU
580,resu_security-03,1030,477,Resolute Bay,Nunavut,CAN,NA,74.73,-94.9,Real-time ASI Images,CAN-NU
580,snkq_themis09,1218,1010,Sanikiluaq,Nunavut,CAN,NA,56.55,-79.23,Real-time ASI Images,CAN-NU
581,yknf_slr-09,765,810,Yellowknife,Northwest Territories,CAN,NA,62.52,-114.31,AuroraMAX,CAN-NT
